Approximation,Model,dataset,Accuracy,Time,Features
Parametric KernelSHAP,linear,slump-mpa,99.49657008,0.006127,7
SGDShapley,linear,slump-mpa,99.49657015,0.1046033326,7
CES,linear,spending,99.59140178,0.249997173,10
Cohort,linear,spending,99.23079382,0.249997173,10
Exhaustive,linear,spending,99.58686397,49.45343733,10
IME,linear,spending,99.27996714,0.1096017224,10
KernelSHAP,linear,spending,99.58686397,0.0861300809,10
Linear (correlated),linear,spending,99.58686397,7.06E-05,10
Linear (independent),linear,spending,99.58686397,3.30E-05,10
MLE,linear,spending,99.49586383,0.1731899125,10
Non-parametric KernelSHAP,linear,spending,99.58686403,0.020101,10
Parametric KernelSHAP,linear,spending,99.58686401,0.018974,10
SGDShapley,linear,spending,99.58686397,0.1045233318,10
CES,linear,spx,98.42956723,0.1237021375,3
Cohort,linear,spx,99.96259026,0.1237021375,3
Exhaustive,linear,spx,99.95941365,0.08736634254,3
IME,linear,spx,99.74708166,0.09493505501,3
KernelSHAP,linear,spx,99.95941365,0.07980102734,3
Linear (correlated),linear,spx,99.95941365,2.07E-05,3
Linear (independent),linear,spx,99.6490622,8.76E-06,3
MLE,linear,spx,99.83800135,0.1487808838,3
Non-parametric KernelSHAP,linear,spx,99.95941365,0.007519,3
Parametric KernelSHAP,linear,spx,99.95941366,0.010566,3
SGDShapley,linear,spx,99.95941365,0.09672218871,3
CES,linear,startups,86.87747311,0.01448697202,4
Cohort,linear,startups,86.56292855,0.01448697202,4
Exhaustive,linear,startups,86.92381449,1.193383217,4
IME,linear,startups,86.73496156,0.1007813846,4
KernelSHAP,linear,startups,86.92381449,0.0926860641,4
Linear (correlated),linear,startups,86.92381449,8.30E-05,4
Linear (independent),linear,startups,86.92381449,5.81E-05,4
MLE,linear,startups,87.52958311,0.1489715997,4
Non-parametric KernelSHAP,linear,startups,86.92381431,0.005234,4
Parametric KernelSHAP,linear,startups,86.92381477,0.01375,4
SGDShapley,linear,startups,86.92381449,0.101289118,4
CES,linear,stockreturn,99.83075591,1.479086452,12
Cohort,linear,stockreturn,99.49273641,1.479086452,12
Exhaustive,linear,stockreturn,99.82336032,2864.244252,12
IME,linear,stockreturn,99.57902282,0.1144258609,12
KernelSHAP,linear,stockreturn,99.82336032,0.07663561748,12
Linear (correlated),linear,stockreturn,99.82336032,2.03E-05,12
Linear (independent),linear,stockreturn,99.92452166,1.41E-05,12
MLE,linear,stockreturn,99.75896686,0.1802232151,12
Non-parametric KernelSHAP,linear,stockreturn,99.8233603,0.082638,12
Parametric KernelSHAP,linear,stockreturn,99.8233603,0.082638,12
SGDShapley,linear,stockreturn,99.82336032,0.1096415566,12
CES,linear,stockrisk,98.40994818,0.5123105502,12
Cohort,linear,stockrisk,97.62426055,0.5123105502,12
Exhaustive,linear,stockrisk,99.10327053,2643.461191,12
IME,linear,stockrisk,98.89598416,0.1138775463,12
KernelSHAP,linear,stockrisk,99.10327053,0.08279564518,12
Linear (correlated),linear,stockrisk,99.10327053,2.32E-05,12
Linear (independent),linear,stockrisk,99.43430635,1.41E-05,12
MLE,linear,stockrisk,99.05758411,0.1789894035,12
Non-parametric KernelSHAP,linear,stockrisk,99.10327051,0.081158,12
Parametric KernelSHAP,linear,stockrisk,99.10327051,0.081158,12
SGDShapley,linear,stockrisk,99.10327053,0.1095412947,12
CES,linear,telecom,99.440885,2.59798234,11
Cohort,linear,telecom,99.92512753,2.59798234,11
Exhaustive,linear,telecom,99.9618336,4040.69152,11
IME,linear,telecom,99.76439654,0.1121236505,11
KernelSHAP,linear,telecom,99.9618336,0.07718240276,11
Linear (correlated),linear,telecom,99.9618336,1.72E-05,11
Linear (independent),linear,telecom,98.04130846,8.42E-06,11
MLE,linear,telecom,99.87680822,0.1760089867,11
Non-parametric KernelSHAP,linear,telecom,99.96183359,0.069122,11
Parametric KernelSHAP,linear,telecom,99.96183359,0.069122,11
SGDShapley,linear,telecom,99.9618336,0.1074354721,11
CES,linear,telescope,99.63190023,2.279418955,10
Cohort,linear,telescope,99.30248463,2.279418955,10
Exhaustive,linear,telescope,99.99865096,3253.934789,10
IME,linear,telescope,98.39665186,0.1089602694,10
KernelSHAP,linear,telescope,98.65226918,0.07534579147,10
Linear (correlated),linear,telescope,98.65226918,1.52E-05,10
Linear (independent),linear,telescope,99.74781455,8.02E-06,10
MLE,linear,telescope,98.51870053,0.1732336203,10
Non-parametric KernelSHAP,linear,telescope,97.90038295,0.032196,10
Parametric KernelSHAP,linear,telescope,97.90038281,0.036911,10
SGDShapley,linear,telescope,98.65226918,0.1046371778,10
CES,linear,uber,99.99950185,0.6491774726,5
Cohort,linear,uber,37.27130699,0.6491774726,5
Exhaustive,linear,uber,99.99888557,39.45030212,5
IME,linear,uber,98.85825528,0.1007509,5
KernelSHAP,linear,uber,99.16042374,0.08133946332,5
Linear (correlated),linear,uber,99.16042374,2.27E-05,5
Linear (independent),linear,uber,98.10224253,8.38E-06,5
MLE,linear,uber,99.00309186,0.1581031994,5
Non-parametric KernelSHAP,linear,uber,50,0.009739,5
Parametric KernelSHAP,linear,uber,50,0.009395,5
SGDShapley,linear,uber,99.16042374,0.09839255521,5
CES,linear,unemploy,99.71094778,0.1638894224,4
Cohort,linear,unemploy,99.72799626,0.1638894224,4
Exhaustive,linear,unemploy,97.25655172,0.8570966721,4
IME,linear,unemploy,97.07830237,0.09597370248,4
KernelSHAP,linear,unemploy,97.25655172,0.07609983745,4
Linear (correlated),linear,unemploy,97.25655172,3.11E-05,4
Linear (independent),linear,unemploy,98.31849857,1.00E-05,4
MLE,linear,unemploy,97.24955401,0.1519269742,4
Non-parametric KernelSHAP,linear,unemploy,97.25655208,0.006603,4
Parametric KernelSHAP,linear,unemploy,97.25655216,0.007816,4
SGDShapley,linear,unemploy,97.25655172,0.09785381242,4
CES,linear,wage,99.92554116,1.939657395,8
Cohort,linear,wage,99.9281411,1.939657395,8
Exhaustive,linear,wage,99.97866314,175.9207497,8
IME,linear,wage,99.30773636,0.1038771311,8
KernelSHAP,linear,wage,99.59161235,0.08441441204,8
Linear (correlated),linear,wage,99.59161235,1.58E-05,8
Linear (independent),linear,wage,98.38807632,7.01E-06,8
MLE,linear,wage,99.46392833,0.1633394603,8
Non-parametric KernelSHAP,linear,wage,99.92102378,0.015144,8
Parametric KernelSHAP,linear,wage,99.9210238,0.01778,8
SGDShapley,linear,wage,99.59161235,0.1043503205,8
CES,linear,walmart,99.54049046,0.7459722972,6
Cohort,linear,walmart,99.69290289,0.7459722972,6
Exhaustive,linear,walmart,99.99923698,12.85625267,6
IME,linear,walmart,99.76202008,0.1012908285,6
KernelSHAP,linear,walmart,99.98137512,0.07739954284,6
Linear (correlated),linear,walmart,99.98137512,1.48E-05,6
Linear (independent),linear,walmart,98.40549134,8.40E-06,6
MLE,linear,walmart,99.88424086,0.1583815156,6
Non-parametric KernelSHAP,linear,walmart,88.56174615,0.010058,6
Parametric KernelSHAP,linear,walmart,88.561746,0.008805,6
SGDShapley,linear,walmart,99.98137512,0.1062495723,6
CES,linear,wholesale,99.41268172,0.4344621539,7
Cohort,linear,wholesale,99.13262102,0.4344621539,7
Exhaustive,linear,wholesale,99.18731379,48.89033127,7
IME,linear,wholesale,99.04462586,0.08297502341,7
KernelSHAP,linear,wholesale,99.18731379,0.0770083078,7
Linear (correlated),linear,wholesale,99.18731379,2.22E-05,7
Linear (independent),linear,wholesale,98.09330364,1.21E-05,7
MLE,linear,wholesale,99.02385001,0.1355277839,7
Non-parametric KernelSHAP,linear,wholesale,99.18731367,0.008485,7
Parametric KernelSHAP,linear,wholesale,99.18731375,0.009217,7
SGDShapley,linear,wholesale,99.18731379,0.1040549393,7
CES,linear,wine,99.38369185,3.808155885,12
Cohort,linear,wine,99.72878929,3.808155885,12
Exhaustive,linear,wine,99.62198262,10685.82343,12
IME,linear,wine,99.72866038,0.1137228222,12
KernelSHAP,linear,wine,99.97343838,0.07716365294,12
Linear (correlated),linear,wine,99.97343838,1.47E-05,12
Linear (independent),linear,wine,97.2929493,7.24E-06,12
MLE,linear,wine,99.85330301,0.1847527742,12
Non-parametric KernelSHAP,linear,wine,99.8959263,0.146689,12
Parametric KernelSHAP,linear,wine,99.8959263,0.146689,12
SGDShapley,linear,wine,99.97343838,0.1093711513,12
CES,linear,winequality,99.20583839,1.861325674,11
Cohort,linear,winequality,94.42961578,1.861325674,11
Exhaustive,linear,winequality,99.9998105,4157.910454,11
IME,linear,winequality,99.75018602,0.1120061571,11
KernelSHAP,linear,winequality,99.98103227,0.07771473509,11
Linear (correlated),linear,winequality,99.98103227,1.64E-05,11
Linear (independent),linear,winequality,98.04128122,8.23E-06,11
MLE,linear,winequality,99.84592265,0.1779459874,11
Non-parametric KernelSHAP,linear,winequality,99.96039971,0.080039,11
Parametric KernelSHAP,linear,winequality,99.96039971,0.080039,11
SGDShapley,linear,winequality,99.98103227,0.1055843035,11
CES,linear,winequality-red,99.57459138,2.595072663,11
Cohort,linear,winequality-red,99.97295644,2.595072663,11
Exhaustive,linear,winequality-red,98.82277383,3389.861372,11
IME,linear,winequality-red,99.45198344,0.1093924342,11
KernelSHAP,linear,winequality-red,99.64292933,0.0837266214,11
Linear (correlated),linear,winequality-red,99.64292933,1.77E-05,11
Linear (independent),linear,winequality-red,99.98556346,8.30E-06,11
MLE,linear,winequality-red,99.54894592,0.1749836329,11
Non-parametric KernelSHAP,linear,winequality-red,99.98739968,0.067981,11
Parametric KernelSHAP,linear,winequality-red,99.98739968,0.067981,11
SGDShapley,linear,winequality-red,99.64292933,0.1088390502,11
CES,linear,winequality-white,99.99599911,1.86244498,11
Cohort,linear,winequality-white,99.25166556,1.86244498,11
Exhaustive,linear,winequality-white,99.99979816,4015.288216,11
IME,linear,winequality-white,99.76594101,0.1117761655,11
KernelSHAP,linear,winequality-white,99.96897277,0.08439968138,11
Linear (correlated),linear,winequality-white,99.96897277,2.52E-05,11
Linear (independent),linear,winequality-white,99.94878924,9.01E-06,11
MLE,linear,winequality-white,99.86648418,0.1762010206,11
Non-parametric KernelSHAP,linear,winequality-white,99.99940506,0.080136,11
Parametric KernelSHAP,linear,winequality-white,99.99940506,0.080136,11
SGDShapley,linear,winequality-white,99.96897277,0.1061628219,11
CES,linear,yatch,99.05648085,0.2235081577,6
Cohort,linear,yatch,98.27926963,0.2235081577,6
Exhaustive,linear,yatch,98.97322333,9.12135601,6
IME,linear,yatch,98.66378556,0.1002431453,6
KernelSHAP,linear,yatch,98.97322333,0.07507117589,6
Linear (correlated),linear,yatch,98.97322333,2.49E-05,6
Linear (independent),linear,yatch,99.55588159,1.61E-05,6
MLE,linear,yatch,98.88406856,0.1575537195,6
Non-parametric KernelSHAP,linear,yatch,98.97322334,0.006262,6
Parametric KernelSHAP,linear,yatch,98.97322331,0.006288,6
SGDShapley,linear,yatch,98.97322333,0.1007412906,6
